"","word","freq"
"的","的",942
"ebay","ebay",494
"在","在",391
"了","了",293
"是","是",263
"上","上",189
"不","不",151
"我","我",146
"你","你",143
"和","和",142
"有","有",122
"就","就",108
"一个","一个",94
"公司","公司",89
"这","这",89
"c","c",83
"支付","支付",82
"卖","卖",79
"要","要",73
"还","还",72
"t","t",70
"将","将",69
"cn","cn",68
"http","http",68
"会","会",68
"2","2",65
"paypal","paypal",65
"眼镜","眼镜",65
"也","也",65
"能","能",60
"美国","美国",59
"淘","淘",59
"店","店",58
"与","与",58
"谷歌","谷歌",57
"人民币","人民币",57
"宝","宝",56
"广告","广告",56
"他","他",55
"可以","可以",54
"免费","免费",54
"到","到",53
"报刊","报刊",51
"iphone","iphone",49
"啊","啊",49
"拍卖","拍卖",49
"网站","网站",49
"这个","这个",49
"都","都",48
"而","而",48
"为","为",48
"人","人",47
"但","但",44
"对","对",44
"给","给",42
"市场","市场",42
"天","天",42
"大","大",40
"后","后",40
"猫","猫",40
"投资","投资",39
"只","只",39
"等","等",37
"买","买",37
"所以","所以",37
"推出","推出",37
"平台","平台",36
"出售","出售",35
"高","高",35
"媒体","媒体",35
"一","一",35
"自己","自己",35
"不过","不过",34
"很","很",34
"价格","价格",34
"收入","收入",34
"销售","销售",34
"阿里","阿里",33
"多","多",33
"二","二",33
"互联网","互联网",33
"看","看",33
"约","约",33
"被","被",32
"超过","超过",32
"零售商","零售商",32
"如果","如果",32
"手机","手机",32
"推","推",32
"中国","中国",32
"做","做",32
"得","得",31
"地方","地方",31
"购","购",31
"来","来",31
"让","让",31
"数据","数据",31
"用","用",31
"4","4",30
"本地","本地",30
"网上","网上",30
"已经","已经",30
"中","中",30
"好","好",29
"京东","京东",29
"唐","唐",29
"craigslist","craigslist",28
"org","org",28
"s","s",28
"吃掉","吃掉",28
"份额","份额",28
"黄页","黄页",28
"就要","就要",28
"抗衡","抗衡",28
"内","内",28
"去","去",28
"什么","什么",28
"时间","时间",28
"苏宁易","苏宁易",28
"3","3",27
"5","5",27
"a","a",27
"galaxy","galaxy",27
"变为","变为",27
"传统","传统",27
"过","过",27
"家","家",27
"牺牲品","牺牲品",27
"则","则",27
"0","0",26
"10","10",26
"google","google",26
"从","从",26
"拍","拍",26
"全球","全球",26
"系统","系统",26
"开发者","开发者",25
"前","前",25
"天使","天使",25
"现身","现身",25
"用户","用户",25
"真","真",25
"u","u",24
"成为","成为",24
"大多一","大多一",24
"东西","东西",24
"歌","歌",24
"个","个",24
"更","更",24
"还有","还有",24
"活动","活动",24
"或","或",24
"说","说",24
"现在","现在",24
"已","已",24
"优","优",24
"岳母","岳母",24
"并","并",23
"抵挡","抵挡",23
"龚文祥","龚文祥",23
"谷","谷",23
"价","价",23
"太","太",23
"投","投",23
"56.7万元","56.7万元",22
"把","把",22
"创","创",22
"服务","服务",22
"竞价","竞价",22
"据","据",22
"男子","男子",22
"他们","他们",22
"这件","这件",22
"ifihadglass","ifihadglass",21
"产品","产品",21
"第三方","第三方",21
"二手","二手",21
"发布","发布",21
"仅","仅",21
"卖家","卖家",21
"没","没",21
"其","其",21
"钱","钱",21
"然后","然后",21
"网","网",21
"一下","一下",21
"应该","应该",21
"1","1",20
"enzo","enzo",20
"glass","glass",20
"改装","改装",20
"看到","看到",20
"信息","信息",20
"宣布","宣布",20
"要不","要不",20
"7月","7月",19
"amazon","amazon",19
"v","v",19
"出","出",19
"碟","碟",19
"价值","价值",19
"售价","售价",19
"以","以",19
"约合","约合",19
"吧","吧",18
"比","比",18
"创办","创办",18
"达","达",18
"拿","拿",18
"苹果","苹果",18
"其他","其他",18
"外资","外资",18
"新","新",18
"遗骸","遗骸",18
"着","着",18
"阿里巴巴","阿里巴巴",17
"发","发",17
"功能","功能",17
"获得","获得",17
"进行","进行",17
"乐","乐",17
"狸","狸",17
"虽然","虽然",17
"未","未",17
"想","想",17
"报道","报道",16
"点","点",16
"接受","接受",16
"她","她",16
"款","款",16
"哦","哦",16
"人脸","人脸",16
"日前","日前",16
"识别","识别",16
"亚马逊","亚马逊",16
"一位","一位",16
"正","正",16
"z","z",15
"发现","发现",15
"分别","分别",15
"国外","国外",15
"货","货",15
"加上","加上",15
"吗","吗",15
"没有","没有",15
"设备","设备",15
"视频","视频",15
"受","受",15
"体验","体验",15
"微","微",15
"想要","想要",15
"消息","消息",15
"讯","讯",15
"英国","英国",15
"游戏","游戏",15
"自","自",15
"当","当",14
"电脑","电脑",14
"积木","积木",14
"纪念","纪念",14
"既","既",14
"巨头","巨头",14
"其中","其中",14
"汽车","汽车",14
"商品","商品",14
"搜索","搜索",14
"挑战","挑战",14
"通过","通过",14
"我们","我们",14
"消费者","消费者",14
"一直","一直",14
"于","于",14
"再","再",14
"曾经","曾经",14
"00","00",13
"6","6",13
"i","i",13
"帮","帮",13
"包","包",13
"包括","包括",13
"本","本",13
"法拉利","法拉利",13
"刚","刚",13
"公布","公布",13
"贵","贵",13
"技术","技术",13
"开始","开始",13
"买下","买下",13
"那","那",13
"牌","牌",13
"商","商",13
"售","售",13
"它","它",13
"头","头",13
"下","下",13
"鞋","鞋",13
"移动","移动",13
"员工","员工",13
"原厂","原厂",13
"正式","正式",13
"智能","智能",13
"终于","终于",13
"最","最",13
"最大","最大",13
"10%","10%",12
"12","12",12
"12万","12万",12
"90","90",12
"920","920",12
"newton","newton",12
"办法","办法",12
"盾","盾",12
"方面","方面",12
"搞","搞",12
"剑","剑",12
"今天","今天",12
"难","难",12
"旗下","旗下",12
"商店","商店",12
"实现","实现",12
"收","收",12
"收到","收到",12
"谁","谁",12
"速","速",12
"透明","透明",12
"相同","相同",12
"业务","业务",12
"一样","一样",12
"以及","以及",12
"应用","应用",12
"拥有","拥有",12
"有人","有人",12
"在线","在线",12
"这些","这些",12
"之","之",12
"转售","转售",12
"仔细","仔细",12
"总裁","总裁",12
"最高","最高",12
"000美元","000美元",11
"zq","zq",11
"帮助","帮助",11
"宝马","宝马",11
"成功","成功",11
"等待","等待",11
"电商","电商",11
"电子商务","电子商务",11
"发售","发售",11
"购买","购买",11
"关注","关注",11
"硅谷","硅谷",11
"后果","后果",11
"可","可",11
"民间","民间",11
"能够","能够",11
"拍照","拍照",11
"三星","三星",11
"商场","商场",11
"收藏","收藏",11
"手动","手动",11
"说明","说明",11
"外","外",11
"悉尼","悉尼",11
"下降","下降",11
"宣传","宣传",11
"也许","也许",11
"一台","一台",11
"赢家","赢家",11
"邮件","邮件",11
"真正","真正",11
"1775美元","1775美元",10
"1日","1日",10
"350万美元","350万美元",10
"400匹","400匹",10
"850","850",10
"8月","8月",10
"94800元","94800元",10
"jaffray","jaffray",10
"note","note",10
"piper","piper",10
"twitter","twitter",10
"x","x",10
"版本","版本",10
"变速箱","变速箱",10
"标价","标价",10
"标签","标签",10
"博","博",10
"参加","参加",10
"查看","查看",10
"迟早","迟早",10
"筹","筹",10
"创业","创业",10
"大家","大家",10
"第一家","第一家",10
"而已","而已",10
"发动机","发动机",10
"高手","高手",10
"个人","个人",10
"盒","盒",10
"黑","黑",10
"花","花",10
"接近","接近",10
"近日","近日",10
"竞标","竞标",10
"举办","举办",10
"觉得","觉得",10
"里","里",10
"录","录",10
"马力","马力",10
"么","么",10
"莓","莓",10
"美国市场","美国市场",10
"名","名",10
"冥王星","冥王星",10
"目前","目前",10
"匹敌","匹敌",10
"片","片",10
"起","起",10
"人士","人士",10
"上线","上线",10
"升","升",10
"输出","输出",10
"速度","速度",10
"提供","提供",10
"贴","贴",10
"偷","偷",10
"外观","外观",10
"完全","完全",10
"限制","限制",10
"央行","央行",10
"以假乱真","以假乱真",10
"以为","以为",10
"硬件","硬件",10
"震惊","震惊",10
"直接","直接",10
"主机","主机",10
"2006年","2006年",9
"32","32",9
"3月","3月",9
"458","458",9
"7","7",9
"bbc","bbc",9
"retail","retail",9
"爱","爱",9
"拔","拔",9
"备","备",9
"便宜","便宜",9
"表示","表示",9
"不久","不久",9
"采访","采访",9
"采用","采用",9
"层","层",9
"成","成",9
"出来","出来",9
"创立","创立",9
"打","打",9
"但是","但是",9
"当年","当年",9
"地","地",9
"放在","放在",9
"否则","否则",9
"各种各样","各种各样",9
"工作","工作",9
"够","够",9
"国内","国内",9
"获","获",9
"计划","计划",9
"监管","监管",9
"交还","交还",9
"叫","叫",9
"近期","近期",9
"竞争","竞争",9
"看过","看过",9
"科技","科技",9
"来自","来自",9
"立即","立即",9
"美","美",9
"们","们",9
"面临","面临",9
"命令","命令",9
"墓地","墓地",9
"尼斯","尼斯",9
"配","配",9
"品牌","品牌",9
"平板","平板",9
"其实","其实",9
"商业银行","商业银行",9
"时说","时说",9
"所有","所有",9
"添","添",9
"透露","透露",9
"新丁","新丁",9
"星","星",9
"许可证","许可证",9
"妖精","妖精",9
"一具","一具",9
"依靠","依靠",9
"以来","以来",9
"因为","因为",9
"有望","有望",9
"又","又",9
"愚人节","愚人节",9
"在即","在即",9
"曾","曾",9
"这样","这样",9
"自负","自负",9
"最快","最快",9
"110","110",8
"24.6万元","24.6万元",8
"503.63","503.63",8
"air","air",8
"associate","associate",8
"evo","evo",8
"hsg","hsg",8
"lumia","lumia",8
"platform","platform",8
"暴跌","暴跌",8
"带","带",8
"发展","发展",8
"公开","公开",8
"狗","狗",8
"话","话",8
"激情","激情",8
"绝不","绝不",8
"里程数","里程数",8
"理解","理解",8
"联系","联系",8
"零售","零售",8
"伦敦","伦敦",8
"模式","模式",8
"如今","如今",8
"三菱","三菱",8
"设计","设计",8
"市值","市值",8
"天价","天价",8
"同事","同事",8
"微软","微软",8
"问题","问题",8
"喜欢","喜欢",8
"显示","显示",8
"限量","限量",8
"银行","银行",8
"由于","由于",8
"月","月",8
"找到","找到",8
"这么","这么",8
"赚","赚",8
"走","走",8
"12家","12家",7
"1995年","1995年",7
"2005年","2005年",7
"24","24",7
"27","27",7
"and","and",7
"apple","apple",7
"youtube","youtube",7
"按照","按照",7
"北京","北京",7
"别","别",7
"不错","不错",7
"才","才",7
"测试","测试",7
"得到","得到",7
"等等","等等",7
"调查","调查",7
"懂","懂",7
"分享","分享",7
"辅助","辅助",7
"感觉","感觉",7
"高于","高于",7
"管理","管理",7
"很多","很多",7
"红","红",7
"厚","厚",7
"回","回",7
"回复","回复",7
"或者","或者",7
"机会","机会",7
"建立","建立",7
"今年","今年",7
"今日","今日",7
"开","开",7
"里士满","里士满",7
"起来","起来",7
"区的","区的",7
"全","全",7
"任何","任何",7
"史","史",7
"事","事",7
"所","所",7
"泰晤士河畔","泰晤士河畔",7
"特斯拉","特斯拉",7
"听","听",7
"图","图",7
"为什么","为什么",7
"西","西",7
"兴趣","兴趣",7
"行业","行业",7
"姓名","姓名",7
"一把","一把",7
"一家","一家",7
"一张","一张",7
"伊隆・马斯克","伊隆・马斯克",7
"原来","原来",7
"涨","涨",7
"转发","转发",7
"11.85%","11.85%",6
"15亿","15亿",6
"1998年","1998年",6
"19999美元","19999美元",6
"2012年","2012年",6
"27.32%","27.32%",6
"3.18公斤","3.18公斤",6
"3.75%","3.75%",6
"35.54%","35.54%",6
"3亿美元","3亿美元",6
"5.45公斤","5.45公斤",6
"5年","5年",6
"70","70",6
"ak","ak",6
"b","b",6
"big","big",6
"bush","bush",6
"data","data",6
"emc","emc",6
"facebook","facebook",6
"inc","inc",6
"italia","italia",6
"jordan","jordan",6
"latitude","latitude",6
"sap","sap",6
"spacex","spacex",6
"windows","windows",6
"yahoo","yahoo",6
"yum","yum",6
"zip","zip",6
"爱尔兰","爱尔兰",6
"版","版",6
"办","办",6
"暴雪","暴雪",6
"暴雪干","暴雪干",6
"编号","编号",6
"不能","不能",6
"查德","查德",6
"长剑","长剑",6
"扯","扯",6
"陈士骏","陈士骏",6
"称","称",6
"程序","程序",6
"出国","出国",6
"创建","创建",6
"创始人","创始人",6
"从未","从未",6
"达到","达到",6
"刀","刀",6
"盾牌","盾牌",6
"多少","多少",6
"而且","而且",6
"发射","发射",6
"方式","方式",6
"放到","放到",6
"飞船","飞船",6
"非常","非常",6
"分析","分析",6
"封底","封底",6
"该","该",6
"高价","高价",6
"跟","跟",6
"购物","购物",6
"股价","股价",6
"鼓吹","鼓吹",6
"光环","光环",6
"广大","广大",6
"航天","航天",6
"户外","户外",6
"画","画",6
"纪念品","纪念品",6
"降","降",6
"尽管","尽管",6
"近","近",6
"竟然","竟然",6
"军品","军品",6
"开价","开价",6
"看来","看来",6
"康柏公司","康柏公司",6
"刻有","刻有",6
"历史","历史",6
"两件","两件",6
"另","另",6
"流","流",6
"那个","那个",6
"你们","你们",6
"年会","年会",6
"拍卖价","拍卖价",6
"朋友","朋友",6
"七天","七天",6
"情况","情况",6
"圈","圈",6
"人生","人生",6
"商业","商业",6
"上涨","上涨",6
"使用","使用",6
"屎","屎",6
"世界","世界",6
"收藏家","收藏家",6
"售出","售出",6
"私密性","私密性",6
"私人","私人",6
"搜","搜",6
"图片","图片",6
"为了","为了",6
"侠","侠",6
"相关","相关",6
"小","小",6
"小时","小时",6
"呀","呀",6
"一枚","一枚",6
"异步","异步",6
"邮","邮",6
"账户","账户",6
"找","找",6
"蜘蛛","蜘蛛",6
"直销","直销",6
"中介","中介",6
"重量","重量",6
"准","准",6
"-佩","-佩",5
"100亿美元","100亿美元",5
"10万","10万",5
"11","11",5
"15500美元","15500美元",5
"1美元","1美元",5
"2002年","2002年",5
"2003年","2003年",5
"29岁","29岁",5
"2日","2日",5
"2台","2台",5
"2月","2月",5
"4月","4月",5
"5个","5个",5
"5只","5只",5
"666","666",5
"95267元","95267元",5
"aqeh","aqeh",5
"barbie","barbie",5
"butcher","butcher",5
"g","g",5
"geo","geo",5
"id","id",5
"ii","ii",5
"kidvid","kidvid",5
"langenbach","langenbach",5
"neo","neo",5
"pluto","pluto",5
"roar","roar",5
"sega","sega",5
"with","with",5
"安全","安全",5
"白","白",5
"表明","表明",5
"布什","布什",5
"差","差",5
"拆封","拆封",5
"长","长",5
"超","超",5
"超级","超级",5
"出去","出去",5
"初期","初期",5
"除此之外","除此之外",5
"戳","戳",5
"存在","存在",5
"大神","大神",5
"担子","担子",5
"第二","第二",5
"第一艘","第一艘",5
"掉","掉",5
"跌","跌",5
"多纳霍","多纳霍",5
"儿子","儿子",5
"房屋","房屋",5
"费","费",5
"封面","封面",5
"佛罗里达","佛罗里达",5
"父亲","父亲",5
"干掉","干掉",5
"购入","购入",5
"国","国",5
"罕见","罕见",5
"好多","好多",5
"好像","好像",5
"号","号",5
"合","合",5
"合作","合作",5
"火焰","火焰",5
"机","机",5
"嘉","嘉",5
"交易","交易",5
"经济","经济",5
"居住","居住",5
"可能","可能",5
"拉","拉",5
"老","老",5
"两台","两台",5
"聊天室","聊天室",5
"码","码",5
"买家","买家",5
"毛","毛",5
"梦幻","梦幻",5
"N","N",5
"难道","难道",5
"年","年",5
"欧","欧",5
"盘","盘",5
"企业","企业",5
"去年","去年",5
"全世界","全世界",5
"却","却",5
"群","群",5
"忍","忍",5
"仍","仍",5
"三","三",5
"三家","三家",5
"上面","上面",5
"少","少",5
"设计师","设计师",5
"生存","生存",5
"时候","时候",5
"世","世",5
"收藏品","收藏品",5
"双","双",5
"所有权","所有权",5
"套","套",5
"条","条",5
"跳蚤市场","跳蚤市场",5
"同时","同时",5
"玩","玩",5
"旺盛","旺盛",5
"未婚妻","未婚妻",5
"问世","问世",5
"希望","希望",5
"线","线",5
"新兵","新兵",5
"需求","需求",5
"选择","选择",5
"一款","一款",5
"一名","一名",5
"一年","一年",5
"一条","一条",5
"衣服","衣服",5
"印度","印度",5
"由","由",5
"原价","原价",5
"原型机","原型机",5
"折","折",5
"折合","折合",5
"之间","之间",5
"知道","知道",5
"致远","致远",5
"重","重",5
"准备","准备",5
"119","119",4
"1232万","1232万",4
"1358公里","1358公里",4
"140","140",4
"199.598万美元","199.598万美元",4
"1出","1出",4
"20","20",4
"2015年","2015年",4
"21","21",4
"26台","26台",4
"3.9995万美元","3.9995万美元",4
"4450","4450",4
"5款","5款",4
"884英里","884英里",4
"barnes","barnes",4
"china","china",4
"clk","clk",4
"com","com",4
"costa","costa",4
"evan","evan",4
"for","for",4
"gtr","gtr",4
"ipad","ipad",4
"lamia","lamia",4
"leopardos","leopardos",4
"mac","mac",4
"model","model",4
"noble","noble",4
"pinterest","pinterest",4
"qq","qq",4
"r","r",4
"slutpop","slutpop",4
"so","so",4
"szrrxu","szrrxu",4
"the","the",4
"to","to",4
"wp","wp",4
"you","you",4
"保值","保值",4
"报名","报名",4
"奔驰","奔驰",4
"蔽","蔽",4
"贬值率","贬值率",4
"伯爵","伯爵",4
"不敢","不敢",4
"不同","不同",4
"部分","部分",4
"查","查",4
"掺和","掺和",4
"车","车",4
"吃","吃",4
"出镜","出镜",4
"橱窗","橱窗",4
"处理","处理",4
"穿","穿",4
"创造","创造",4
"磁","磁",4
"大师","大师",4
"代工","代工",4
"单","单",4
"等到","等到",4
"低","低",4
"低于","低于",4
"递送","递送",4
"店铺","店铺",4
"动","动",4
"动态","动态",4
"而是","而是",4
"发生","发生",4
"方块","方块",4
"费用","费用",4
"分类","分类",4
"付款","付款",4
"副","副",4
"该车","该车",4
"该行","该行",4
"改变","改变",4
"干","干",4
"刚刚","刚刚",4
"岗位","岗位",4
"各种","各种",4
"挂","挂",4
"柜","柜",4
"核心","核心",4
"欢迎","欢迎",4
"环保","环保",4
"换","换",4
"机构","机构",4
"鸡蛋","鸡蛋",4
"及","及",4
"即便","即便",4
"季度","季度",4
"加","加",4
"加入","加入",4
"假","假",4
"简直","简直",4
"酵","酵",4
"界面","界面",4
"经过","经过",4
"惊人","惊人",4
"竟","竟",4
"看看","看看",4
"客","客",4
"客户","客户",4
"肯定","肯定",4
"跨境","跨境",4
"款型","款型",4
"老外","老外",4
"类似","类似",4
"两个","两个",4
"卢布","卢布",4
"绿色","绿色",4
"满","满",4
"梅赛德斯","梅赛德斯",4
"明星","明星",4
"某","某",4
"母亲","母亲",4
"哪","哪",4
"女婿","女婿",4
"欧洲","欧洲",4
"配送","配送",4
"评论","评论",4
"起价","起价",4
"起拍","起拍",4
"签名","签名",4
"前行","前行",4
"请","请",4
"求","求",4
"缺","缺",4
"人家","人家",4
"人们","人们",4
"认为","认为",4
"如此","如此",4
"如期","如期",4
"三个","三个",4
"商务","商务",4
"世间","世间",4
"是否","是否",4
"数千美元","数千美元",4
"算算","算算",4
"它们","它们",4
"台","台",4
"通常","通常",4
"投放","投放",4
"歪","歪",4
"完成","完成",4
"未来","未来",4
"味","味",4
"问","问",4
"五个","五个",4
"物品","物品",4
"相机","相机",4
"想法","想法",4
"效率","效率",4
"协议","协议",4
"信用卡","信用卡",4
"需要","需要",4
"一路","一路",4
"一天","一天",4
"因此","因此",4
"英里","英里",4
"预订","预订",4
"赠送","赠送",4
"照片","照片",4
"这种","这种",4
"证明","证明",4
"之一","之一",4
"支持","支持",4
"直","直",4
"值得","值得",4
"只能","只能",4
"纸","纸",4
"指数","指数",4
"指望","指望",4
"智慧","智慧",4
"中宏嘉","中宏嘉",4
"中心","中心",4
"注册","注册",4
"字","字",4
"最后","最后",4
"最近","最近",4
"最终","最终",4
"作为","作为",4
"做到","做到",4
"000","000",3
"000亿元","000亿元",3
"039","039",3
"100万美元","100万美元",3
"100亿","100亿",3
"130万美元","130万美元",3
"13个","13个",3
"199","199",3
"23日","23日",3
"23万美金","23万美金",3
"266","266",3
"30000美元","30000美元",3
"301","301",3
"360","360",3
"38分钟","38分钟",3
"3年","3年",3
"6月","6月",3
"8","8",3
"8%","8%",3
"9","9",3
"99","99",3
"9日","9日",3
"candy","candy",3
"ceo","ceo",3
"charge","charge",3
"conference","conference",3
"d","d",3
"de","de",3
"etsy","etsy",3
"flickr","flickr",3
"gdp","gdp",3
"hsgi","hsgi",3
"ios","ios",3
"mini","mini",3
"nicole","nicole",3
"nike","nike",3
"now","now",3
"of","of",3
"on","on",3
"pk","pk",3
"solemate","solemate",3
"us","us",3
"wheels","wheels",3
"zhang","zhang",3
"zqo","zqo",3
"zqwtocs","zqwtocs",3
